"1","1","15","0a19d8d927da76663733f84035a0489c","0000-00-00 00:00:00","2010-10-04 11:50:54","62",,"67","a:15:{s:3:""UID"";s:32:""0a19d8d927da76663733f84035a0489c"";s:11:""X-EXTRAINFO"";s:0:"""";s:8:""LOCATION"";s:70:""Room 23AD04, Department of Sociology, University of Surrey, Guildford "";s:11:""allDayEvent"";s:3:""off"";s:7:""CONTACT"";s:0:"""";s:11:""DESCRIPTION"";s:1860:""<p><span style=""color: #000000; font-family: Cochin; line-height: normal; font-size: medium;""><strong>Speaker: Frank Schiller</strong></span></p>
<p><span style=""color: #000000; font-family: Cochin; line-height: normal; font-size: medium;""><strong>Title: Modelling with Participants - Embedding socio-ecological models</strong></span></p>
<p><span style=""color: #000000; font-family: Cochin; line-height: normal; font-size: medium;"">Environmental policy in general and sustainability policies in particular depend on communicating future impacts of current trends. One influential approach to achieve this has relied on scenario analysis to envision and enact a shared sustainable future. The approach is well known in transition management where it supported the ecological modernisation of various infrastructures. What signifies this type of modelling is the normative dimension made explicit in envisioning a shared target. Public participation has been considered crucial even in cases of private sector modernisation. This position is also taken by some agent-based modellers even though not all participatory ABMs subscribe to it. Most researchers are interested in working with stakeholders to develop good models. This concerns first of all the acquisition of reliable data but extends across all stages of agent-based modelling. In the environmental domain it often goes together with the aim of motivating stakeholders to change harmful behaviours. In this respect participation is expected to facilitate consensus building and social learning bearing similarities to participation in scenario analysis. However, depending on the complexity of society this can be a challenging task. Participation has to be aligned according to the type of simulation and the social context surrounding the model in order to produce legitimate results.</span></p>"";s:12:""publish_down"";s:10:""2011-01-25"";s:10:""publish_up"";s:10:""2011-01-25"";s:7:""SUMMARY"";s:79:""Frank Schiller: Modelling with Participants - Embedding socio-ecological models"";s:7:""DTSTART"";i:1295958600;s:5:""DTEND"";i:1295964000;s:5:""RRULE"";a:4:{s:4:""FREQ"";s:4:""none"";s:5:""COUNT"";i:1;s:8:""INTERVAL"";s:1:""1"";s:5:""BYDAY"";s:24:""+1TU,+2TU,+3TU,+4TU,+5TU"";}s:8:""MULTIDAY"";s:1:""1"";s:9:""NOENDTIME"";s:1:""0"";s:7:""X-COLOR"";s:0:"""";}",,"1","1","0"
"2","1","15","8bcb67ed7e926720c706788179d099d6","0000-00-00 00:00:00","2010-10-04 11:54:23","62",,"67","a:15:{s:3:""UID"";s:32:""8bcb67ed7e926720c706788179d099d6"";s:11:""X-EXTRAINFO"";s:0:"""";s:8:""LOCATION"";s:70:""Room 23AD04, Department of Sociology, University of Surrey, Guildford "";s:11:""allDayEvent"";s:3:""off"";s:7:""CONTACT"";s:0:"""";s:11:""DESCRIPTION"";s:4613:""<p><span style=""color: #000000; font-family: Cochin; line-height: normal; font-size: medium;""><strong> 
<p class=""MsoNormal"" style=""margin-bottom: .0001pt; mso-pagination: none; mso-layout-grid-align: none; text-autospace: none;""><span style=""font-family: 'Bell MT'; font-size: x-large;""><span style=""font-size: 19px;""> 
<p class=""MsoNormal"" style=""margin-bottom: 0.0001pt; text-align: center;""><span style=""mso-bidi-font-size: 14.0pt; font-family: Arial; mso-bidi-font-family: Cochin;"" lang=""EN-US"">Investigating Social Contact</span></p>
<p class=""MsoNormal"" style=""margin-bottom: 0.0001pt; text-align: center;""><span style=""mso-bidi-font-size: 14.0pt; font-family: Arial; mso-bidi-font-family: Cochin;"" lang=""EN-US"">What Can Agent-Based Modelling Tell Us?</span></p>
<p class=""MsoNormal"" style=""margin-bottom: .0001pt; mso-pagination: none; mso-layout-grid-align: none; text-autospace: none;""><span style=""mso-bidi-font-size: 14.0pt; font-family: Arial; mso-bidi-font-family: Cochin;"" lang=""EN-US""><span style=""font-weight: normal;"">We present two simulation studies that are used to investigate intergroup relations, and specifically the effects of social contact on group membership. In the first study, we explore the implications of a self-fulfilling prophecy-based explanation for persistent stigmatisation (i.e., negative attitudes over time), using the De-stigmatisation Simulation (DSIM) model. Within this context, the interactions between a stigmatised minority group and a non-stigmatised majority group are simulated, with the aim of better understanding the psychological mechanisms that underlie the process of becoming less stigmatised.  Results from a series of simulations are consistent with Allport's (1954) 'contact hypothesis'. According to the original theory stigma reduction would only occur when several 'optimal conditions' were met, these being equal status, cooperation, common goals and  the support of authorities recognised by both groups. Further evidence collected over the last five decades shows that the optimal conditions reinforce the effects of contact as opposed to providing preconditions (see Pettigrew & Tropp, 2006).  DSIM replicates these findings, but also uniquely shows the difference between factors impacts on how much stigmatisation can be reduced (equal status and authority sanctions) and also how quickly this happens (cooperation and common goals). </span></span></p>
<p class=""MsoNormal"" style=""margin-bottom: .0001pt; mso-pagination: none; mso-layout-grid-align: none; text-autospace: none;""><span style=""mso-bidi-font-size: 14.0pt; font-family: Arial; mso-bidi-font-family: Cochin;"" lang=""EN-US""><span style=""font-weight: normal;"">In the second study, we build on the results of the first one, and examine the role of perceived ingroup rejection - or sense that one’s own peers are socially non-accepting - in intragroup dynamics using the Ingroup Rejection Model (IRM).  Here, we explore questions such as ‘how’ and ‘when’ negative intragroup interactions help to regulate the size of stigmatised social groups.  IRM identifies various conditions under which a social group might gain or lose members (e.g. Hill & Dunbar, 2002). Findings show that in most cases, new members are drawn from agents that were socially connected to the original group members, preventing the group from performing any large scale expansions. </span></span></p>
<p class=""MsoNormal"" style=""margin-bottom: .0001pt; mso-pagination: none; mso-layout-grid-align: none; text-autospace: none;""><span style=""mso-bidi-font-size: 14.0pt; font-family: Arial; mso-bidi-font-family: Cochin;"" lang=""EN-US""><span style=""font-weight: normal;"">Taken together, both studies demonstrate relationships between existing psychological theories.  That is, the DSIM relates self-fulfilling prophecy literature to the contact effect, and the IRM relates conformity and social identity theories to group behaviour and the social networking literature, thereby demonstrating the power of ABM approaches in enriching theories based on more traditional research methods.</span></span></p>
<p class=""MsoNormal"" style=""margin-bottom: .0001pt; mso-pagination: none; mso-layout-grid-align: none; text-autospace: none;""><span style=""mso-bidi-font-size: 14.0pt; font-family: Arial; mso-bidi-font-family: Cochin;"" lang=""EN-US""> </span></p>
<p class=""MsoNormal"" style=""margin-top: 0cm; margin-right: 0cm; margin-bottom: 6.0pt; margin-left: 18.0pt; line-height: 150%;""><span style=""font-family: Arial; mso-ansi-language: EN-GB;""> </span></p>
 </span></span></p>
 </strong></span></p>"";s:12:""publish_down"";s:10:""2010-12-07"";s:10:""publish_up"";s:10:""2010-12-07"";s:7:""SUMMARY"";s:88:""Julie Christian: Investigating Social Contact: What Can Agent-Based Modelling Tell Us?  "";s:7:""DTSTART"";i:1291725000;s:5:""DTEND"";i:1291730400;s:5:""RRULE"";a:4:{s:4:""FREQ"";s:4:""none"";s:5:""COUNT"";i:1;s:8:""INTERVAL"";s:1:""1"";s:5:""BYDAY"";s:24:""+1TU,+2TU,+3TU,+4TU,+5TU"";}s:8:""MULTIDAY"";s:1:""1"";s:9:""NOENDTIME"";s:1:""0"";s:7:""X-COLOR"";s:0:"""";}",,"2","1","0"
"3","1","15","28c735b17d5866cba4c6e7c85337501f","0000-00-00 00:00:00","2010-10-04 13:15:10","62",,"67","a:15:{s:3:""UID"";s:32:""28c735b17d5866cba4c6e7c85337501f"";s:11:""X-EXTRAINFO"";s:0:"""";s:8:""LOCATION"";s:70:""Room 23AD04, Department of Sociology, University of Surrey, Guildford "";s:11:""allDayEvent"";s:3:""off"";s:7:""CONTACT"";s:0:"""";s:11:""DESCRIPTION"";s:2169:""<p><span style=""color: #000000; font-family: Cochin; line-height: normal; font-size: medium;""><strong>Understanding Perceptions of Quality in Science</strong></span><span style=""color: #000000; font-family: Cochin; line-height: normal; font-size: medium;""><br /></span><span style=""color: #000000; font-family: Cochin; line-height: normal; font-size: medium;""><br /></span><span style=""color: #000000; font-family: Cochin; line-height: normal; font-size: medium;"">Alastair Gill and Maria Xenitidou</span><span style=""color: #000000; font-family: Cochin; line-height: normal; font-size: medium;""><br /></span><span style=""color: #000000; font-family: Cochin; line-height: normal; font-size: medium;""><br /></span><span style=""color: #000000; font-family: Cochin; line-height: normal; font-size: medium;"">""Quality"" is an elusive term which is difficult to measure directly, and whose meaning is often context-dependent. In this talk I present work which aims to better understand quality in a scientific - and general - context.</span><span style=""color: #000000; font-family: Cochin; line-height: normal; font-size: medium;""> </span><span style=""color: #000000; font-family: Cochin; line-height: normal; font-size: medium;""><br /></span><span style=""color: #000000; font-family: Cochin; line-height: normal; font-size: medium;""><br /></span><span style=""color: #000000; font-family: Cochin; line-height: normal; font-size: medium;"">To investigate how ""quality"" is conceptualised, I present the findings of an empirical study which uses a prototype methodology. Based on the responses of 237 participants (120 in the scientific context), I note that  although there are commonalities in the descriptions of quality applied to both contexts, there are scientific-specific features.</span><span style=""color: #000000; font-family: Cochin; line-height: normal; font-size: medium;""><br /></span><span style=""color: #000000; font-family: Cochin; line-height: normal; font-size: medium;""><br /></span><span style=""color: #000000; font-family: Cochin; line-height: normal; font-size: medium;"">Results will be discussed in the context of the Qlectives EU-FP7 project.</span></p>"";s:12:""publish_down"";s:10:""2010-11-30"";s:10:""publish_up"";s:10:""2010-11-30"";s:7:""SUMMARY"";s:80:""Alastair Gill & Maria Xenitidou: Understanding perceptions of quality in science"";s:7:""DTSTART"";i:1291120200;s:5:""DTEND"";i:1291125600;s:5:""RRULE"";a:4:{s:4:""FREQ"";s:4:""none"";s:5:""COUNT"";i:1;s:8:""INTERVAL"";s:1:""1"";s:5:""BYDAY"";s:24:""+1TU,+2TU,+3TU,+4TU,+5TU"";}s:8:""MULTIDAY"";s:1:""1"";s:9:""NOENDTIME"";s:1:""0"";s:7:""X-COLOR"";s:0:"""";}",,"3","1","0"
"4","1","15","cfcd03b9a22233fb4f5244a0fe68140d","0000-00-00 00:00:00","2010-10-04 13:17:43","62",,"63","a:15:{s:3:""UID"";s:32:""cfcd03b9a22233fb4f5244a0fe68140d"";s:11:""X-EXTRAINFO"";s:0:"""";s:8:""LOCATION"";s:70:""Room 23AD04, Department of Sociology, University of Surrey, Guildford "";s:11:""allDayEvent"";s:3:""off"";s:7:""CONTACT"";s:0:"""";s:11:""DESCRIPTION"";s:1861:""<p>We discuss the use of simulation models as tools for rethinking innovation in a way more compatible with Science and Technology Studies (STS) than that encoded in standard models of the diffusion of innovation. In the standard conception of innovation, often dubbed the ""linear model"", innovation processes are divided into phases, including an origin and a diffusion phase. Key components in this conception include word-of-mouth epidemic models with their characteristic S-curve shaped growth data. However, studies in the literature of sociology of translation, or Actor-Network Theory (ANT), and the social construction of technology (SCOT) have drawn attention to how there is a complexity among the determinants of the success of a particular technology, product or project. To incorporate this very different conception of innovation diffusion we employ computer simulations, but rather different ones to those traditionally used. Innovation is represented less as a disease epidemic and more as multiple problems in constraint satisfaction, tackled in parallel in socio-technical networks. Mathematical analyses, curve fitting and forecasts are seen to be of little use. Qualitative data and qualitative model outcomes become more important, as we seek to communicate better an understanding of innovation. Issues raised under this revised understanding include ownership of innovation and the rewards for an identified ""innovator"", the degree to which would-be users / adopters should be constrained in their manipulation and reinterpretation of an innovation, and the extent to which organisations can plan for innovation. Our models, used as tools for rethinking innovation, bring together work on complex adaptive systems and that of STS. We invite further discussion on how best qualitative studies can be combined with simulation modelling.</p>"";s:12:""publish_down"";s:10:""2010-11-02"";s:10:""publish_up"";s:10:""2010-11-02"";s:7:""SUMMARY"";s:111:""Christopher Watts: Adopting and Adapting: When diffusion-of-innovation models meet the sociology of translation"";s:7:""DTSTART"";i:1288701000;s:5:""DTEND"";i:1288706400;s:5:""RRULE"";a:4:{s:4:""FREQ"";s:4:""none"";s:5:""COUNT"";i:1;s:8:""INTERVAL"";s:1:""1"";s:5:""BYDAY"";s:24:""+1TU,+2TU,+3TU,+4TU,+5TU"";}s:8:""MULTIDAY"";s:1:""1"";s:9:""NOENDTIME"";s:1:""0"";s:7:""X-COLOR"";s:0:"""";}",,"4","1","0"
"26","1","15","060fd827f6fa26eae250bd02dbf404fe","0000-00-00 00:00:00","2010-10-06 13:06:26","67",,"67","a:15:{s:3:""UID"";s:32:""060fd827f6fa26eae250bd02dbf404fe"";s:11:""X-EXTRAINFO"";s:0:"""";s:8:""LOCATION"";s:0:"""";s:11:""allDayEvent"";s:3:""off"";s:7:""CONTACT"";s:0:"""";s:11:""DESCRIPTION"";s:0:"""";s:12:""publish_down"";s:10:""2011-03-01"";s:10:""publish_up"";s:10:""2011-03-01"";s:7:""SUMMARY"";s:41:""Lynne Hamill: Modelling the digital world"";s:7:""DTSTART"";i:1298982600;s:5:""DTEND"";i:1298988000;s:5:""RRULE"";a:4:{s:4:""FREQ"";s:4:""none"";s:5:""COUNT"";i:1;s:8:""INTERVAL"";s:1:""1"";s:5:""BYDAY"";s:2:""TU"";}s:8:""MULTIDAY"";s:1:""1"";s:9:""NOENDTIME"";s:1:""0"";s:7:""X-COLOR"";s:0:"""";}",,"26","1","0"
"5","1","15","83dc4a3d48dafb070683e3c0a81dadbf","0000-00-00 00:00:00","2010-10-04 13:20:57","62",,"62","a:16:{s:3:""UID"";s:32:""83dc4a3d48dafb070683e3c0a81dadbf"";s:11:""X-EXTRAINFO"";s:0:"""";s:8:""LOCATION"";s:69:""Room 23AD04, Department of Sociology, University of Surrey, Guildford"";s:11:""allDayEvent"";s:3:""off"";s:7:""CONTACT"";s:0:"""";s:11:""DESCRIPTION"";s:239:""<p>The talk is based on the project -<br /><br /><a href=""http://www.simian.ac.uk/research/user-fellowships#Evolution"" target=""_blank"">Evolution of an outbreak of Tuberculosis disease in a white indigenous population in South Wales</a></p>"";s:12:""publish_down"";s:10:""2010-10-05"";s:10:""publish_up"";s:10:""2010-10-05"";s:7:""SUMMARY"";s:71:""Dr Mark Temple (NHS, Wales) : Finding both the needle and the haystack."";s:11:""X-CREATEDBY"";i:62;s:7:""DTSTART"";i:1286278200;s:5:""DTEND"";i:1286283600;s:5:""RRULE"";a:4:{s:4:""FREQ"";s:4:""none"";s:5:""COUNT"";i:1;s:8:""INTERVAL"";s:1:""1"";s:5:""BYDAY"";s:24:""+1TU,+2TU,+3TU,+4TU,+5TU"";}s:8:""MULTIDAY"";s:1:""1"";s:9:""NOENDTIME"";s:1:""0"";s:7:""X-COLOR"";s:0:"""";}",,"5","1","0"
"6","1","15","2abbdd63742f0acb0f9138f7caabb859","0000-00-00 00:00:00","2010-10-04 13:26:38","62",,"62","a:16:{s:3:""UID"";s:32:""2abbdd63742f0acb0f9138f7caabb859"";s:11:""X-EXTRAINFO"";s:0:"""";s:8:""LOCATION"";s:70:""Room 23AD04, Department of Sociology, University of Surrey, Guildford "";s:11:""allDayEvent"";s:3:""off"";s:7:""CONTACT"";s:0:"""";s:11:""DESCRIPTION"";s:939:""<p>There are a variety of user-limited SNSs as well as large scale SNSs. Since user-limited SNSs are not sufficiently utilized, finding a method to increase their use is urgent. The purpose of this study is to find an effective method to encourage participants. However, from the viewpoints of time and cost, improving services is unrealistic. Therefore we use agent-based simulation to find methods for activating inactive SNSs. To design agents based on user behaviors, we analyzed users in real SNSs. By applying a clustering method, we classified them into six groups and designed six types of agents from the groups. By applying a clustering method, we classified SNSs into four groups based on their user compositions and compared the effects of the encouragement methods by simulations.We clarified that effective utilization promotion methods are different from types of SNSs, which are classified by the constitution of users.</p>"";s:12:""publish_down"";s:10:""2010-09-21"";s:10:""publish_up"";s:10:""2010-09-21"";s:7:""SUMMARY"";s:85:""F. Toriumi : Simulation of Encouragement Methods for SNS based on User Behavior Model"";s:11:""X-CREATEDBY"";i:62;s:7:""DTSTART"";i:1285068600;s:5:""DTEND"";i:1285074000;s:5:""RRULE"";a:4:{s:4:""FREQ"";s:4:""none"";s:5:""COUNT"";i:1;s:8:""INTERVAL"";s:1:""1"";s:5:""BYDAY"";s:2:""TU"";}s:8:""MULTIDAY"";s:1:""1"";s:9:""NOENDTIME"";s:1:""0"";s:7:""X-COLOR"";s:0:"""";}",,"6","1","0"
"7","1","15","970f73802c1b3726d762d2a54d32dd35","0000-00-00 00:00:00","2010-10-04 13:55:53","62",,"62","a:16:{s:3:""UID"";s:32:""970f73802c1b3726d762d2a54d32dd35"";s:11:""X-EXTRAINFO"";s:0:"""";s:8:""LOCATION"";s:69:""Room 23AD04, Department of Sociology, University of Surrey, Guildford"";s:11:""allDayEvent"";s:3:""off"";s:7:""CONTACT"";s:0:"""";s:11:""DESCRIPTION"";s:753:""<p>The use of citation-based data to assess research impact has sparked a lively debate in recent years. Despite widespread criticism, the most famous citation-based indicator (Impact Factor) is still used as a de facto standard in many disciplines to assess the importance of scientific journals. Evaluation agencies and funding bodies have prompted researchers to identify new ways to measure impact and a growing attention has been directed to usage factors. Collaborative annotation systems offer an unexploited source of data about the collective consumption of research articles. In this talk I discuss some results from a work in progress looking at how the ""wisdom of the crowds"" can be harnessed to produce alternative indicators of impact.</p>"";s:12:""publish_down"";s:10:""2010-06-08"";s:10:""publish_up"";s:10:""2010-06-08"";s:7:""SUMMARY"";s:58:""Dario Taraborelli (CRESS): Crowdsourcing Scientific Impact"";s:11:""X-CREATEDBY"";i:62;s:7:""DTSTART"";i:1275996600;s:5:""DTEND"";i:1276002000;s:5:""RRULE"";a:4:{s:4:""FREQ"";s:4:""none"";s:5:""COUNT"";i:1;s:8:""INTERVAL"";s:1:""1"";s:5:""BYDAY"";s:2:""TU"";}s:8:""MULTIDAY"";s:1:""1"";s:9:""NOENDTIME"";s:1:""0"";s:7:""X-COLOR"";s:0:"""";}",,"7","1","0"
"8","1","15","054d323a4ed99269ba97906204aa3c8f","0000-00-00 00:00:00","2010-10-04 14:08:56","62",,"62","a:16:{s:3:""UID"";s:32:""054d323a4ed99269ba97906204aa3c8f"";s:11:""X-EXTRAINFO"";s:0:"""";s:8:""LOCATION"";s:69:""Room 23AD04, Department of Sociology, University of Surrey, Guildford"";s:11:""allDayEvent"";s:3:""off"";s:7:""CONTACT"";s:0:"""";s:11:""DESCRIPTION"";s:2073:""
<p class=""MsoNormal"" style=""text-align: left;""><strong>Modelling Service Operations: A Mixed Discrete-Event and Agent Based Simulation Approach</strong></p>
<p class=""MsoNormal"" style=""text-align: left;""><strong></strong><em>Stewart Robinson, Operational Research and Management Sciences Group</em></p>
<p class=""MsoNormal"" style=""text-align: justify"">Discrete-event simulation, which has grown out of modelling manufacturing systems, has increasingly been applied in the service sector.<span> </span>The approach, however, is not always appropriate for modelling service operations.<span> </span>In particular, it cannot help with detailed decisions about the layout of service operations in which the customers are present, such as retail outlets and airports.<span> </span>A mixed discrete-event and agent based simulation approach is proposed for modelling such systems.<span> </span>The approach will be demonstrated through a simple model of a coffee shop.<span> </span>Extensions to the approach will also be discussed.<span> </span>I hope the mix of discrete-event and agent based simulation will be thought provoking for those working in social simulation.</p>
<p class=""MsoNormal""><strong>Biography</strong></p>
<p class=""MsoNormal"" style=""text-align: justify""><span>Stewart Robinson</span> is a Professor of Operational Research and the Associate Dean for Specialist Masters Programmes at Warwick Business School.<span> </span>Previously employed in simulation consultancy, he supported the use of simulation in companies throughout Europe and the rest of the world.<span> </span>He is author/co-author of four books on simulation.<span> </span>His research focuses on the practice of simulation model development and use.<span> </span>Key areas of interest are conceptual modelling, model validation, output analysis and alternative simulation methods (discrete-event, system dynamics and agent based).<span> </span>For more details see: <a href=""http://www.btinternet.com/~stewart.robinson1/sr.htm"">www.btinternet.com/~stewart.robinson1/sr.htm</a>.</p>
"";s:12:""publish_down"";s:10:""2010-05-11"";s:10:""publish_up"";s:10:""2010-05-11"";s:7:""SUMMARY"";s:100:""Modelling Service Operations: A Mixed Discrete-Event and Agent Based Simulation Approach: S Robinson"";s:11:""X-CREATEDBY"";i:62;s:7:""DTSTART"";i:1273577400;s:5:""DTEND"";i:1273582800;s:5:""RRULE"";a:4:{s:4:""FREQ"";s:4:""none"";s:5:""COUNT"";i:1;s:8:""INTERVAL"";s:1:""1"";s:5:""BYDAY"";s:2:""TU"";}s:8:""MULTIDAY"";s:1:""1"";s:9:""NOENDTIME"";s:1:""0"";s:7:""X-COLOR"";s:0:"""";}",,"8","1","0"
"9","1","15","f9adeb483e089ef9773d60d26bbd4e44","0000-00-00 00:00:00","2010-10-04 14:10:35","62",,"62","a:16:{s:3:""UID"";s:32:""f9adeb483e089ef9773d60d26bbd4e44"";s:11:""X-EXTRAINFO"";s:0:"""";s:8:""LOCATION"";s:69:""Room 23AD04, Department of Sociology, University of Surrey, Guildford"";s:11:""allDayEvent"";s:3:""off"";s:7:""CONTACT"";s:0:"""";s:11:""DESCRIPTION"";s:2096:""<p></p>
<p class=""MsoNormal"" style=""text-align: left;""><span style=""font-weight: bold;"">Simulating Knowledge Dynamics in Innovation Industrial Districts: from SKIN model to SKID model</span></p>
<p class=""MsoNormal"" style=""text-align: left;"">Speaker: Christina Ponsiglione (University of Naples)</p>
<p class=""MsoNormal"" style=""text-align: left;""><span style=""font-weight: bold;"">Abstract </span></p>
<p class=""MsoNormal"" style=""text-align: justify;""><span style=""mso-ansi-language: EN-GB;"">The aim of the seminar is to present the SKIN (Simulating Knowledge Dynamics in Innovation Networks) model, developed by Ahrweiler, Gilbert and Pyka (2001, 2007) to explore learning and innovation dynamics in knowledge-based industries, and to show some attempts to re-frame the model (SKID – Simulating Knowledge Dynamics in Industrial Districts) in order to analyse knowledge and innovation dynamics in Industrial Districs. Industrial Districts are geographical clusters mainly based on small and medium sized firms, in which cooperation and competition take place at the same time and high level of specialization and flexibility are reached. Another important element characterizing Industrial Districts is the strong interplay between the economic/productive system and the social system: the underlying social structure of Industrial Districts and the economic/productive system co-evolve and are influenced from each other.</span></p>
<p class=""MsoNormal"" style=""text-align: justify;""><span style=""mso-ansi-language: EN-GB;"">Industrial Districts are particularly diffused in Italy, but they also characterize the organization of some productive areas in United States (e.g. Silicon Valley), Brazil, France and Japan (though in different forms). </span></p>
<p class=""MsoNormal"" style=""text-align: justify;""><span style=""mso-ansi-language: EN-GB;"">I’ll present my attempts to apply the SKIN model to the case of Industrial Districts, from a theoretical and from a computational point of view. I’ll also discuss some issues related to the validation of SKID model.</span></p>

<p> </p>"";s:12:""publish_down"";s:10:""2010-04-20"";s:10:""publish_up"";s:10:""2010-04-20"";s:7:""SUMMARY"";s:95:""Simulating Knowledge Dynamics in Innovation Industrial Districts: from SKIN model to SKID model"";s:11:""X-CREATEDBY"";i:62;s:7:""DTSTART"";i:1271763000;s:5:""DTEND"";i:1271768400;s:5:""RRULE"";a:4:{s:4:""FREQ"";s:4:""none"";s:5:""COUNT"";i:1;s:8:""INTERVAL"";s:1:""1"";s:5:""BYDAY"";s:2:""TU"";}s:8:""MULTIDAY"";s:1:""1"";s:9:""NOENDTIME"";s:1:""0"";s:7:""X-COLOR"";s:0:"""";}",,"9","1","0"
